Wall time,Step,Value
1716583743.385041,19,1.2736603021621704
1716583792.0838897,48,0.8317976593971252
1716583817.0578084,63,0.9276674389839172
1716583818.7051852,64,0.9195206165313721
1716583832.1565907,72,0.8059186339378357
1716583842.2157638,78,0.9025234580039978
1716583850.7816117,83,0.7497266530990601
1716583862.5730875,90,0.8228391408920288
1716583886.2640693,104,0.7328152060508728
1716583893.2146387,108,0.7261314392089844
1716583928.9969463,129,0.7878725528717041
1716583932.369094,131,0.7493670582771301
1716583978.4427128,158,0.7765513062477112
1716583983.5413392,161,0.833672046661377
1716583990.3063798,165,1.0511170625686646
1716584004.0406232,173,1.1583340167999268
1716584036.6839983,192,1.2584933042526245
1716584057.2343283,204,1.3839821815490723
1716584102.0425622,230,1.1001269817352295
1716584154.1049979,245,1.9274578094482422
1716584155.6528616,246,1.474601149559021
1716584178.1690953,260,1.1813840866088867
1716584196.951003,272,1.0325326919555664
1716584201.685691,275,0.9352043271064758
1716584214.0964572,283,1.253585934638977
1716584218.852359,286,1.0683680772781372
1716584234.668849,296,0.9921395778656006
1716584268.3202457,317,0.8854062557220459
1716584273.0731792,320,0.8106862306594849
1716584317.3546205,347,0.7877070903778076
1716584336.5691879,359,0.8791861534118652
1716584349.1624687,367,0.7692369818687439
1716584368.1339347,379,0.7567230463027954
1716584380.8520079,387,0.8031536340713501
1716584387.3184543,391,0.7722992897033691
1716584406.6340237,403,0.8084036111831665
1716584427.623289,416,0.7120607495307922
1716584461.7207274,437,0.7118644118309021
1716584463.4050267,438,0.7349067330360413
1716584466.5746849,440,0.711884081363678
1716584477.957706,447,0.7508256435394287
1716584502.3473406,462,0.7373507022857666
1716584508.8113487,466,0.7216039896011353
1716584551.6942108,476,0.6603984832763672
1716584559.8245718,481,0.7821339964866638
1716584561.6676884,482,0.6805289387702942
1716584571.5864038,488,0.7426005601882935
1716584609.0244267,511,0.728857696056366
1716584612.2195554,513,0.7207063436508179
1716584613.7922971,514,0.8365269303321838
1716584646.1353521,534,0.6446371078491211
1716584654.1850133,539,0.7164497971534729
1716584657.3714232,541,0.6514911651611328
1716584676.4434922,553,0.8838273286819458
1716584682.9003003,557,0.6457952857017517
1716584692.6849887,563,0.718656063079834
1716584738.159268,591,0.675138533115387
