Wall time,Step,Value
1716586131.493641,1377,266.6375427246094
1716586228.5871322,1418,265.926513671875
1716586264.5479288,1439,263.76507568359375
1716586266.2398708,1440,264.2315368652344
1716586297.297163,1458,254.44918823242188
1716586298.970722,1459,261.7369384765625
1716586326.6534119,1475,248.53359985351562
1716586330.2478905,1477,258.8919677734375
1716586361.0870972,1495,229.50234985351562
1716586374.9869115,1503,238.0964813232422
1716586388.8329425,1511,257.7352294921875
1716586394.1466122,1514,255.42445373535156
1716586456.2431917,1549,266.04205322265625
1716586461.4395666,1552,265.07611083984375
1716586485.5911963,1566,265.68548583984375
1716586490.868901,1569,263.86102294921875
1716586499.6048276,1574,263.69940185546875
1716586520.9054558,1586,260.8790283203125
1716586539.7854598,1597,266.4461669921875
1716586548.5305583,1602,264.25653076171875
1716586552.09069,1604,266.0616455078125
1716586593.6538863,1628,262.9388732910156
1716586634.515994,1636,266.56365966796875
1716586696.3176196,1671,266.4723205566406
1716586712.3221078,1680,266.90313720703125
1716586722.7881424,1686,266.1396484375
1716586752.372534,1703,265.3810729980469
1716586755.776429,1705,265.7806701660156
1716586760.9262965,1708,267.0531005859375
1716586767.8030727,1712,270.3126525878906
1716586880.7038867,1776,262.5341796875
1716586884.2700465,1778,262.8256530761719
1716586905.7766187,1790,266.462158203125
1716586911.0574107,1793,262.6759338378906
1716586925.0358057,1801,258.053955078125
1716587008.4493856,1848,266.3636474609375
1716587015.4711223,1852,264.7093505859375
1716587031.356706,1861,267.2603454589844
1716587070.525462,1868,265.5953369140625
1716587108.1624115,1889,267.22308349609375
1716587127.6790159,1900,263.03338623046875
1716587132.8745105,1903,268.61187744140625
1716587143.7125692,1909,263.4898681640625
1716587145.5012188,1910,259.123046875
1716587172.1131105,1925,263.5915222167969
1716587193.3717327,1937,263.7278747558594
1716587200.6984603,1941,260.82843017578125
1716587209.6680207,1946,267.9892272949219
1716587213.2587109,1948,262.9295654296875
1716587236.4178462,1961,263.41400146484375
1716587238.1975522,1962,260.383056640625
1716587247.0143967,1967,263.0794982910156
1716587270.5395572,1980,267.03594970703125
1716587433.5587327,2071,265.1581726074219
1716587449.9406862,2080,266.18280029296875
1716587467.8420625,2090,266.403076171875
1716587514.263749,2101,266.35491943359375
1716587539.8932188,2115,266.516357421875
1716587541.7120934,2116,266.217529296875
1716587549.11174,2120,266.694580078125
1716587550.885512,2121,267.805908203125
1716587586.1462586,2140,267.11883544921875
1716587686.2126544,2195,267.2703552246094
1716587713.5943463,2210,266.446533203125
1716587724.3802092,2216,266.867431640625
1716587768.0360608,2240,266.22283935546875
1716587777.2781227,2245,267.1513366699219
1716587909.0832746,2317,266.7940979003906
1716587914.6047323,2320,266.08612060546875
1716587983.4008837,2343,266.72381591796875
1716588015.2947085,2360,266.083740234375
1716588080.8129103,2395,266.3482666015625
1716588158.223274,2437,265.48162841796875
1716588167.3825252,2442,264.3529052734375
1716588191.2745676,2455,265.8832092285156
1716588206.0852618,2463,266.19390869140625
1716588211.453144,2466,265.12548828125
1716588248.414337,2486,268.3304443359375
1716588272.5753741,2499,264.8126525878906
1716588282.0302374,2504,267.30780029296875
1716588308.2138739,2518,266.12249755859375
1716588312.0458286,2520,267.4048156738281
1716588328.6912403,2529,266.13104248046875
1716588332.4423046,2531,266.5536193847656
1716588425.9261296,2567,266.4493408203125
1716588446.21052,2578,265.745361328125
1716588448.2499173,2579,267.55926513671875
1716588466.7156272,2589,266.50360107421875
1716588487.3295102,2600,265.7804260253906
1716588500.3179097,2607,265.26739501953125
1716588524.8458881,2620,266.25732421875
1716588539.702033,2628,266.46826171875
1716588555.2484694,2636,266.931640625
1716588570.6836562,2644,266.10980224609375
1716588621.4490228,2671,266.6628723144531
1716588628.9670212,2675,266.3046569824219
1716588642.3163884,2682,266.73992919921875
1716588648.0290756,2685,266.95660400390625
1716588651.7732751,2687,267.3571472167969
1716588657.2751508,2690,267.3192138671875
1716588664.6098788,2694,266.7027587890625
1716588681.6393504,2703,265.55682373046875
1716588692.9779034,2709,266.1118469238281
1716588702.6552095,2714,266.20159912109375
1716588710.2409363,2718,267.0523376464844
1716588733.1190147,2730,266.38043212890625
1716588734.9584963,2731,266.171630859375
1716588742.624501,2735,265.7212829589844
1716588752.2235503,2740,264.72454833984375
1716588754.3667877,2741,267.68408203125
1716588779.124512,2754,266.51153564453125
1716588781.0448146,2755,265.8910217285156
1716588783.0712352,2756,265.267333984375
1716588792.434984,2761,266.642578125
1716588801.7085645,2766,267.11614990234375
1716588807.434713,2769,267.0171203613281
1716588826.4476902,2779,266.30157470703125
1716588840.3486311,2786,268.34228515625
1716588918.4978428,2813,267.2362365722656
1716588960.8838148,2835,267.34332275390625
1716588980.5880206,2845,266.502197265625
1716589013.0221868,2862,267.04949951171875
1716589014.8621264,2863,265.4713134765625
1716589127.3417428,2922,267.18328857421875
1716589152.0774589,2935,266.3809814453125
1716589186.3867247,2953,267.2836608886719
1716589192.1147044,2956,265.8061218261719
1716589205.488694,2963,266.43853759765625
1716589211.0047517,2966,264.8831481933594
1716589226.4142418,2974,267.1053466796875
1716589271.0304608,2997,266.39166259765625
1716589315.5436199,3020,267.7708740234375
1716589371.098794,3035,267.61920166015625
1716589396.424094,3048,267.4354248046875
1716589466.4626055,3084,266.5281982421875
1716589468.546853,3085,267.6025695800781
1716589505.525935,3104,266.7679138183594
1716589507.3780951,3105,265.80255126953125
1716589509.224949,3106,266.78631591796875
1716589528.5874345,3116,266.5804138183594
1716589536.6277177,3120,266.069091796875
1716589538.5267184,3121,265.98260498046875
1716589540.398949,3122,266.07562255859375
1716589554.2583323,3129,266.24688720703125
1716589587.0122416,3146,267.101318359375
1716589641.9635599,3174,267.21832275390625
1716589678.7605982,3193,266.62701416015625
1716589692.4557972,3200,267.20281982421875
1716589702.178645,3205,267.632568359375
1716589727.9190764,3218,267.6485900878906
1716589733.9005063,3221,266.27410888671875
1716589751.5792916,3230,266.5623779296875
1716589775.8639224,3242,267.5320739746094
1716589849.9485424,3266,268.2686767578125
1716589855.5742373,3269,265.56378173828125
1716589930.2973857,3307,266.5334777832031
1716589996.6294048,3341,266.09515380859375
1716590027.7730072,3357,268.25457763671875
1716590064.2015047,3375,266.9246826171875
1716590084.1476567,3385,265.94158935546875
1716590086.0714612,3386,266.5575256347656
1716590102.1330295,3394,265.8085021972656
1716590124.438986,3405,264.98675537109375
1716590152.00275,3419,266.87548828125
1716590167.632492,3427,268.16314697265625
1716590183.3924775,3435,266.9681396484375
1716590237.069243,3462,265.7084045410156
1716590280.7689424,3484,267.355224609375
1716590282.6783302,3485,266.7230224609375
1716590296.356624,3492,266.45074462890625
1716590300.2374256,3494,266.9111633300781
1716590341.1420336,3501,267.03472900390625
1716590393.313963,3527,266.2875671386719
1716590429.505064,3545,265.6728820800781
1716590473.6320317,3567,265.86273193359375
1716590479.4522932,3570,265.9999694824219
1716590493.825533,3577,265.1380615234375
1716590518.131065,3589,265.9317321777344
1716590542.3111682,3601,265.2828369140625
1716590568.5628064,3614,266.720947265625
1716590570.5547721,3615,267.8397521972656
1716590574.5198872,3617,265.2807922363281
1716590602.7781312,3631,266.2838134765625
1716590651.2983239,3655,267.1339111328125
1716590657.4744368,3658,266.25811767578125
1716590661.8377075,3660,266.63104248046875
1716590665.880843,3662,266.20458984375
1716590671.8742628,3665,266.48516845703125
1716590680.045895,3669,267.73956298828125
1716590686.0915613,3672,267.43206787109375
1716590724.5607154,3691,266.8546447753906
1716590744.818027,3701,265.28070068359375
1716590769.2314982,3713,267.4374084472656
1716590779.0084944,3718,266.26025390625
1716590863.0660076,3746,266.0213317871094
1716590869.2278867,3749,266.68115234375
1716590879.561407,3754,267.5321960449219
1716590881.5037766,3755,265.38348388671875
1716590896.2071662,3762,266.35064697265625
1716590900.373327,3764,265.7659912109375
1716590939.1573446,3783,0.00011232619726797566
1716590941.1953902,3784,0.0001482358347857371
1716590949.1426892,3788,0.00046125080552883446
1716590955.226488,3791,0.0007548807770945132
1716591002.0049946,3814,0.0018943435279652476
1716591072.643419,3849,0.0008573394152335823
1716591076.5918007,3851,0.0008436369244009256
1716591097.2090614,3861,0.0008045450085774064
1716591115.8450935,3870,0.0007709619821980596
1716591183.3774664,3903,0.00043671022285707295
1716591201.6091762,3912,0.00044418475590646267
1716591209.8658938,3916,0.00042221578769385815
1716591222.0412319,3922,0.0003822364378720522
1716591246.7521894,3934,0.00034574983874335885
1716591252.8625462,3937,0.00037078134482726455
1716591287.4971907,3954,0.00033280637580901384
1716591340.6271646,3967,0.0003529199166223407
1716591359.3492424,3976,0.00035971467150375247
1716591371.6449594,3982,0.000327714195009321
1716591435.2898047,4013,0.0002780072682071477
1716591439.3991117,4015,0.00028173389728181064
1716591458.3715353,4024,0.00027794274501502514
1716591481.0899897,4035,0.00023445981787517667
1716591493.5693626,4041,0.00025635556085035205
1716591507.8414643,4048,0.0002511598577257246
1716591583.6520832,4085,0.0002609069342724979
1716591635.065661,4110,0.0002280581247759983
1716591647.436022,4116,0.00026171866920776665
1716591660.3299098,4122,0.00022891089611221105
1716591666.2907283,4125,0.0002535879611968994
1716591712.0940278,4147,0.00022492797870654613
1716591732.491901,4157,0.00023506447905674577
1716591784.2834752,4182,0.0001957776548806578
1716591807.403754,4193,0.00019728855113498867
1716591865.5376468,4208,0.0001844333892222494
1716591895.1681926,4222,0.00018783408449962735
1716591907.7639992,4228,0.00018286652630195022
1716591947.325155,4247,0.0001603033160790801
1716591953.3594527,4250,0.0001590243773534894
1716591959.5584104,4253,0.00016596674686297774
1716591969.9362147,4258,0.00016719552513677627
1716592019.6413693,4282,0.0001663807051954791
1716592096.5069613,4319,0.00013677752576768398
1716592107.072761,4324,0.00012346499715931714
1716592117.5797706,4329,0.00013697912800125778
1716592130.4513943,4335,0.00014025616110302508
1716592218.8373623,4377,0.00014405944966711104
1716592224.8927999,4380,0.00014296273002400994
1716592258.6411068,4396,0.0001360445166938007
1716592315.415946,4423,0.00013577939535025507
1716592369.9134965,4436,0.00013031910930294544
1716592386.673577,4444,0.00011649361113086343
1716592409.8673646,4455,0.00013237952953204513
1716592435.4152691,4467,0.00012409363989718258
1716592483.6854498,4490,0.00011841682862723246
1716592496.4909332,4496,0.00011952268687309697
1716592560.0253935,4526,0.00011146014730911702
1716592581.615084,4536,0.00011288664973108098
1716592589.7533112,4540,0.0001185741275548935
1716592643.6402593,4565,0.00011018267832696438
1716592652.4236338,4569,0.0001025475503411144
1716592665.4111235,4575,0.000105651757621672
1716592739.9251072,4610,0.0001106374547816813
1716592746.052399,4613,0.00010617205407470465
1716592825.5875123,4650,0.00010442546044941992
1716592836.2016475,4655,9.88327810773626e-05
1716592844.5334728,4659,0.00010216134251095355
1716592846.8175292,4660,0.00010641469270922244
1716592890.6213453,4668,0.00010414857388241217
1716592914.3360574,4679,0.00011461103713372722
1716592931.5778682,4687,0.00010767061758087948
1716592940.29221,4691,0.00011168619676027447
1716592944.4446723,4693,0.00011079861724283546
1716592957.5551965,4699,0.00010887694952543825
1716592974.5813355,4707,0.00010511789878364652
1716592976.6265883,4708,9.702287206891924e-05
1716592996.3609388,4717,0.00010000249312724918
1716593026.266141,4731,0.00012005977623630315
1716593041.5546594,4738,8.997692202683538e-05
1716593089.0465877,4760,0.0001005881349556148
1716593104.5125046,4767,0.0001056356995832175
1716593117.3901708,4773,0.00010657736856956035
1716593126.011483,4777,0.00010068058327306062
1716593128.1146302,4778,0.00011222619650652632
1716593185.666699,4805,0.00010051189747173339
1716593192.1917267,4808,9.292963659390807e-05
1716593198.726117,4811,9.820531704463065e-05
1716593207.369287,4815,9.914133988786489e-05
1716593242.2336278,4831,9.337496885564178e-05
1716593246.477174,4833,9.60368852247484e-05
1716593250.8845885,4835,9.612644498702139e-05
1716593253.0552843,4836,9.340384713141248e-05
1716593255.4710321,4837,9.719968511490151e-05
1716593272.7937744,4845,0.0001028264596243389
1716593355.263287,4883,9.55857103690505e-05
1716593410.1439815,4896,8.803713717497885e-05
1716593442.4869697,4911,8.32515797810629e-05
1716593484.0034313,4930,8.412990428041667e-05
1716593492.4721525,4934,7.719641143921763e-05
1716593507.772187,4941,7.992962491698563e-05
1716593516.6061776,4945,7.494424789911136e-05
1716593527.577215,4950,8.603754395153373e-05
1716593594.978914,4981,7.910433487268165e-05
1716593618.930909,4992,7.510903378715739e-05
1716593689.2168024,5024,7.480481872335076e-05
1716593742.021533,5048,7.441260095220059e-05
1716593783.7342396,5067,7.569763693027198e-05
1716593812.0075588,5080,6.900395237607881e-05
1716593814.4967253,5081,7.157239451771602e-05
1716593832.01851,5089,7.785901834722608e-05
1716593836.524088,5091,6.978437158977613e-05
1716593847.7588773,5096,7.987373828655109e-05
1716593956.8889086,5133,6.736707291565835e-05
1716593965.8804054,5137,7.21084070391953e-05
1716593974.4069433,5141,6.794285582145676e-05
1716593998.2818246,5152,7.080377690726891e-05
1716594000.368758,5153,6.782346463296562e-05
1716594004.6365197,5155,6.239100184757262e-05
1716594006.9379027,5156,6.636331090703607e-05
1716594077.015469,5188,6.781594129279256e-05
1716594101.0958698,5199,6.916582060512155e-05
1716594105.6376705,5201,6.543172639794648e-05
1716594116.732525,5206,6.849828059785068e-05
1716594120.956179,5208,6.878333078930154e-05
1716594131.7919312,5213,7.42648117011413e-05
1716594145.0220807,5219,6.529093661811203e-05
1716594161.0159237,5226,6.833832594566047e-05
1716594189.9944036,5239,6.445734470617026e-05
1716594222.7560482,5254,6.907881470397115e-05
1716594242.748345,5263,6.941128231119365e-05
1716594249.4253666,5266,6.781906995456666e-05
1716594316.132497,5296,6.375290104188025e-05
1716594367.6735027,5319,6.532079714816064e-05
1716594369.8843918,5320,6.539004971273243e-05
1716594376.7355075,5323,6.709744047839195e-05
1716594380.966319,5325,6.227557605598122e-05
1716594390.2060304,5329,6.283447874011472e-05
1716594403.7446878,5335,7.096606714185327e-05
1716594493.1460266,5363,6.79585209582001e-05
1716594510.938588,5371,6.301766552496701e-05
1716594562.2639148,5394,6.413774826796725e-05
1716594582.493174,5403,6.20439532212913e-05
1716594584.6505384,5404,6.57220880384557e-05
1716594678.905671,5446,6.349090836010873e-05
1716594698.7141817,5455,5.83579640078824e-05
1716594705.2492394,5458,6.135470175649971e-05
1716594709.7507164,5460,5.8985609939554706e-05
1716594811.4246237,5505,6.400667916750535e-05
1716594822.6915278,5510,5.903217243030667e-05
1716594824.829103,5511,6.134564318927005e-05
1716594849.2334576,5522,5.9109661378897727e-05
1716594903.1839004,5546,5.823250103276223e-05
1716594952.6441107,5568,6.249063881114125e-05
1716595063.389713,5605,6.135929288575426e-05
1716595173.1212828,5654,5.9674333897419274e-05
1716595205.184056,5668,5.430004603113048e-05
1716595331.769134,5724,5.278958269627765e-05
1716595348.2023885,5731,5.566605250351131e-05
1716595398.0907934,5753,5.260196849121712e-05
1716595404.9577065,5756,5.6570985179860145e-05
1716595409.5236156,5758,5.6823068007361144e-05
1716595411.9400256,5759,5.487497401190922e-05
1716595464.1612697,5782,5.916655936744064e-05
1716595482.6891968,5790,5.8447374613024294e-05
1716595608.0515814,5833,5.443878035293892e-05
1716595684.8051364,5867,5.408954530139454e-05
1716595714.826411,5880,5.6380711612291634e-05
1716595717.0735626,5881,5.349069760995917e-05
1716595721.5668883,5883,5.5297015933319926e-05
1716595873.1319058,5949,5.714688450098038e-05
1716595884.6118534,5954,5.2853021770715714e-05
1716595891.8486114,5957,5.6916796893347055e-05
1716595910.5405574,5965,6.067680806154385e-05
1716595950.344565,5982,5.594377580564469e-05
1716595970.9828684,5991,5.98333244852256e-05
1716595987.181432,5998,5.728148971684277e-05
1716596001.3094673,6004,5.750718628405593e-05
1716596014.8083887,6010,5.7421246310696006e-05
1716596097.9244266,6046,5.454056736198254e-05
1716596116.5852156,6054,5.481173866428435e-05
1716596196.733962,6077,5.43013411515858e-05
1716596201.4221704,6079,5.052244523540139e-05
1716596203.7595773,6080,5.463532215799205e-05
1716596278.6532319,6112,5.3165058488957584e-05
1716596283.0705032,6114,5.242142651695758e-05
1716596329.374189,6134,5.258240707917139e-05
1716596341.2445445,6139,5.686035001417622e-05
1716596345.7625039,6141,5.370197322918102e-05
1716596350.5794911,6143,5.411089296103455e-05
1716596410.5915127,6169,5.334409433999099e-05
1716596496.518025,6206,5.230889291851781e-05
1716596510.4916394,6212,5.5189178965520114e-05
1716596533.7058291,6222,5.065974255558103e-05
1716596543.1557534,6226,5.4170832299860194e-05
1716596585.1428561,6244,4.9505957576911896e-05
1716596603.7081277,6252,5.105976015329361e-05
1716596668.6393695,6280,5.0985800044145435e-05
1716596673.1362784,6282,5.531460919883102e-05
1716596689.6600678,6289,5.591486478806473e-05
1716596734.84656,6297,5.261425394564867e-05
1716596737.3770998,6298,5.305404920363799e-05
1716596744.6083267,6301,4.970528243575245e-05
1716596777.5516114,6315,5.2297931688372046e-05
1716596810.4393725,6329,5.256120493868366e-05
1716596819.705756,6333,5.2161984058329836e-05
1716596824.4043143,6335,5.3632844355888665e-05
1716596855.218694,6348,5.055678411736153e-05
1716596881.3148546,6359,5.094775406178087e-05
1716596883.5527692,6360,5.171540396986529e-05
1716596895.5578926,6365,4.964028994436376e-05
1716596900.3255918,6367,5.227582005318254e-05
1716596907.444017,6370,5.186726411920972e-05
1716596994.5812094,6407,4.9624555686023086e-05
1716597036.9513707,6425,5.183333269087598e-05
1716597081.8299184,6444,5.1263526984257624e-05
1716597096.0471737,6450,4.9245045374846086e-05
1716597119.4646287,6460,5.126521864440292e-05
1716597152.299026,6474,5.105787931825034e-05
1716597195.48071,6492,5.520036938833073e-05
1716597202.642413,6495,5.249984315014444e-05
1716597309.670809,6529,4.966880442225374e-05
1716597316.6933155,6532,5.064175638835877e-05
1716597338.1829836,6541,5.2257590141380206e-05
1716597352.4531999,6547,4.8885111027630046e-05
1716597364.1903267,6552,5.1685739890672266e-05
1716597395.4375162,6565,5.052935375715606e-05
1716597407.3097253,6570,5.1809569413308054e-05
1716597445.1039758,6586,4.89863014081493e-05
1716597456.840409,6591,4.9025176849681884e-05
1716597468.8721619,6596,5.0124115659855306e-05
1716597478.509803,6600,4.968758730683476e-05
1716597516.9689543,6616,5.0182159611722454e-05
1716597550.9587092,6630,4.9931302783079445e-05
1716597598.0750444,6650,5.108968252898194e-05
1716597655.0261345,6674,5.110712299938314e-05
1716597738.6127648,6709,5.027970837545581e-05
1716597754.950505,6716,5.3654708608519286e-05
1716597766.978341,6721,5.159858119441196e-05
1716597771.5726056,6723,5.1359744247747585e-05
1716597776.3611472,6725,5.0082548114005476e-05
1716597790.7603188,6731,5.308156687533483e-05
1716597800.4204814,6735,5.292626519803889e-05
1716597838.4067273,6751,5.360226350603625e-05
1716597891.6146967,6762,6.836810644017532e-05
1716597927.3540726,6777,5.267188316793181e-05
1716597948.9409661,6786,5.0969287258340046e-05
1716597990.0897539,6803,0.00010077418119180948
1716598036.3278852,6822,0.0002107179316226393
1716598075.0706604,6838,5.9363133914303035e-05
1716598087.1739507,6843,0.00013642010162584484
1716598092.1635497,6845,0.00011671680840663612
1716598107.0797184,6851,6.98237563483417e-05
1716598128.5565455,6860,7.295860268641263e-05
1716598167.725948,6876,5.1681152399396524e-05
1716598262.0550408,6915,5.444549606181681e-05
1716598266.866873,6917,5.6903198128566146e-05
1716598274.0635679,6920,5.871687244507484e-05
1716598300.8632977,6931,5.5479798902524635e-05
1716598318.0408363,6938,5.047203376307152e-05
1716598409.6513882,6976,5.559748024097644e-05
1716598475.1062598,6992,5.5473756219726056e-05
1716598487.0711699,6997,5.420427260105498e-05
1716598491.9542053,6999,5.254607822280377e-05
1716598499.4571643,7002,5.0733655371004716e-05
1716598540.9141896,7019,5.1253555284347385e-05
1716598565.039145,7029,5.473320925375447e-05
1716598567.5651073,7030,5.159694410394877e-05
1716598603.7736254,7045,5.337976836017333e-05
1716598627.9574633,7055,5.255110590951517e-05
1716598707.7740452,7088,5.385205440688878e-05
1716598781.618914,7118,0.00011262605403317139
1716598788.8412423,7121,5.949643309577368e-05
1716598803.294644,7127,0.00012173844879725948
1716598895.7517087,7165,5.272427370073274e-05
1716598927.5973563,7178,5.1148628699593246e-05
1716598930.0509284,7179,5.09354576934129e-05
1716598934.9603648,7181,5.2732095355167985e-05
1716598949.6087022,7187,5.265624349704012e-05
1716598957.0171387,7190,5.200649320613593e-05
1716599001.1904154,7208,8.753521251492202e-05
1716599072.1443615,7226,5.657292786054313e-05
1716599131.4084237,7250,7.842353079468012e-05
1716599141.4690726,7254,6.933579425094649e-05
1716599171.0323126,7266,5.161885928828269e-05
1716599193.359184,7275,5.420563684310764e-05
1716599262.5352516,7303,5.485835936269723e-05
1716599277.1808147,7309,5.4343869123840705e-05
1716599341.9180827,7335,5.299761687638238e-05
1716599351.6434376,7339,5.675187276210636e-05
1716599356.6398165,7341,5.739404878113419e-05
1716599388.7391822,7354,5.786213296232745e-05
1716599400.925994,7359,6.021738954586908e-05
1716599423.1871128,7368,5.747102841269225e-05
1716599447.7705474,7378,5.702232738258317e-05
1716599467.8023515,7386,5.616861017188057e-05
1716599547.5532076,7418,5.4077703680377454e-05
1716599565.1030574,7425,5.0696005928330123e-05
1716599592.505603,7436,6.139470497146249e-05
1716599594.8733983,7437,5.211739335209131e-05
1716599690.9281476,7465,5.478443199535832e-05
1716599701.0399668,7469,5.2658691856777295e-05
1716599706.1814115,7471,5.686322401743382e-05
1716599736.2204056,7483,6.43660532659851e-05
1716599796.799525,7507,5.042811972089112e-05
1716599826.7313058,7519,5.5490883823949844e-05
1716599846.954276,7527,0.00018604293290991336
1716599862.5725698,7533,0.00012671606964431703
1716599890.0158732,7544,5.4956086387392133e-05
1716599909.9995615,7552,5.303895886754617e-05
1716599914.874623,7554,5.556916585192084e-05
1716599930.1660035,7560,5.293596041155979e-05
1716599944.9422362,7566,5.979957495583221e-05
1716600015.2624128,7594,4.9137132009491324e-05
1716600032.8035638,7601,5.0379352614982054e-05
1716600037.810396,7603,4.8720157792558894e-05
1716600042.988598,7605,5.1421753596514463e-05
1716600050.4569373,7608,5.2502080507110804e-05
1716600128.3905053,7639,5.107225297251716e-05
1716600130.930083,7640,5.01764370710589e-05
1716600143.5111828,7645,4.994543269276619e-05
1716600179.022929,7659,5.132217484060675e-05
1716600183.914498,7661,5.239653546595946e-05
1716600186.5811098,7662,5.588753265328705e-05
1716600365.30313,7722,4.96245629619807e-05
1716600380.1454313,7728,4.922784137306735e-05
1716600387.6625543,7731,5.011090252082795e-05
1716600453.7953598,7757,5.377526395022869e-05
1716600456.3950453,7758,5.074686123407446e-05
1716600463.9113266,7761,5.1546179747674614e-05
1716600466.2987185,7762,5.2002680604346097e-05
1716600550.6972382,7795,5.1057875680271536e-05
1716600553.1923382,7796,5.096875611343421e-05
1716600619.136706,7822,5.24451352248434e-05
1716600662.314869,7839,5.3252380894264206e-05
1716600672.301651,7843,5.25217255926691e-05
1716600692.732635,7851,5.1095415983581915e-05
